step,value
480,-0.013993987813591957
960,-0.01308843307197094
1440,-0.011148537509143353
1920,-0.009538008831441402
2400,-0.008011233061552048
2880,-0.00672937324270606
3360,-0.0056536332704126835
3840,-0.004652718082070351
4320,-0.0037644945550709963
4800,-0.0029052365571260452
5280,-0.001096815336495638
5760,0.0005230957758612931
6240,0.0017198449932038784
6720,0.0027641288470476866
7200,0.003697330830618739
7680,0.004578737076371908
8160,0.005319884978234768
8640,0.006011149380356073
9120,0.006653165910393
9600,0.007293324917554855
10080,0.007900736294686794
10560,0.008509490638971329
11040,0.009052240289747715
11520,0.009600138291716576
12000,0.010051197372376919
12480,0.010501205921173096
12960,0.010966983623802662
13440,0.011387567967176437
13920,0.011807751841843128
14400,0.012220100499689579
14880,0.012584068812429905
15360,0.012939117848873138
15840,0.01327253133058548
16320,0.01361458282917738
16800,0.013921346515417099
17280,0.014208372682332993
17760,0.014484948478639126
18240,0.014731909148395061
18720,0.014989020302891731
19200,0.01523307804018259
19680,0.015468452125787735
20160,0.015713045373558998
20640,0.015930388122797012
21120,0.01614190824329853
21600,0.01635012961924076
22080,0.01652638055384159
22560,0.016701651737093925
23040,0.016892042011022568
23520,0.01707284152507782
24000,0.017265992239117622
24480,0.017436781898140907
24960,0.017619553953409195
25440,0.017800698056817055
25920,0.01794826239347458
26400,0.01808788627386093
26880,0.018236670643091202
27360,0.018402237445116043
27840,0.018549222499132156
28320,0.01871010661125183
28800,0.018845275044441223
29280,0.018959609791636467
29760,0.019053293392062187
30240,0.019169414415955544
30720,0.01926986314356327
31200,0.019357148557901382
31680,0.019479800015687943
32160,0.019594673067331314
32640,0.019692961126565933
33120,0.019783824682235718
33600,0.01984667219221592
34080,0.019938727840781212
34560,0.020014824345707893
35040,0.02008882910013199
35520,0.020206857472658157
36000,0.02030307427048683
36480,0.020386140793561935
36960,0.020466415211558342
37440,0.020537802949547768
37920,0.020619165152311325
38400,0.020721640437841415
38880,0.020801272243261337
39360,0.020890580490231514
39840,0.02096424251794815
40320,0.021035319194197655
40800,0.02111157216131687
41280,0.02117638662457466
41760,0.021254269406199455
42240,0.02133721299469471
42720,0.021419385448098183
43200,0.021494947373867035
43680,0.021559512242674828
44160,0.021635355427861214
44640,0.02169048599898815
45120,0.021753843873739243
45600,0.02182869240641594
46080,0.021898740902543068
46560,0.021974895149469376
47040,0.02204643189907074
47520,0.02210940606892109
48000,0.022149603813886642
