step,value
250,0.0002799569338094443
500,2.0509003661572933e-05
750,3.592717621359043e-05
1000,3.379144982318394e-05
1250,1.4400184227270074e-05
1500,2.727070386754349e-05
1750,0.00010931457654805854
2000,0.00017591648793313652
2250,0.00021058271522633731
2500,0.00012499646982178092
2750,0.0004701069847214967
3000,0.00039150964585132897
3250,0.0005310192937031388
3500,0.00041203954606316984
3750,0.0006872772355563939
4000,0.0005567748448811471
4250,0.0009204238886013627
4500,0.0006040983716957271
4750,0.0007361666648648679
5000,0.0004823634517379105
5250,0.0006027629715390503
5500,0.0033075998071581125
5750,0.008795746602118015
6000,0.00883434433490038
6250,0.008819381706416607
6500,0.012293454259634018
6750,0.01009267009794712
7000,0.00740855885669589
7250,0.00430701207369566
7500,0.002292356453835964
7750,0.0013907055836170912
8000,0.0008480669348500669
8250,0.0008069952600635588
8500,0.0008584712632000446
8750,0.00045036847586743534
9000,0.0001646146847633645
9250,0.00018690071010496467
9500,0.0011155341053381562
9750,0.0002048900059890002
10000,0.0009861113503575325
10250,0.0011261962354183197
10500,0.0012024781899526715
10750,0.0005149119533598423
11000,0.0011877305805683136
11250,0.000588801340200007
11500,0.001685761846601963
11750,0.0008390060975216329
12000,0.0011731007834896445
12250,0.0009718098444864154
12500,0.0010587943252176046
12750,0.0009254007018171251
13000,0.0005872249603271484
13250,0.0014314270811155438
13500,0.0019463255302980542
13750,0.005569108296185732
14000,0.010550685226917267
14250,0.019794395193457603
14500,0.03860805928707123
14750,0.05049256980419159
15000,0.05383827164769173
15250,0.07972561568021774
15500,0.08874017000198364
15750,0.09392381459474564
16000,0.07002405822277069
16250,0.06699264794588089
16500,0.051479484885931015
16750,0.04958149045705795
17000,0.03967118263244629
17250,0.04193979129195213
17500,0.03816298395395279
17750,0.026306776329874992
18000,0.025922579690814018
18250,0.0245522428303957
18500,0.019713331013917923
18750,0.026776213198900223
19000,0.03515749052166939
19250,0.05854889750480652
19500,0.08329755067825317
19750,0.08724848926067352
20000,0.10097984224557877
20250,0.09727522730827332
20500,0.09106512367725372
20750,0.06401878595352173
21000,0.07923434674739838
21250,0.08068273216485977
21500,0.08738693594932556
21750,0.10309164226055145
22000,0.08684378117322922
22250,0.08426974713802338
22500,0.07205862551927567
22750,0.06933211535215378
23000,0.0598771758377552
23250,0.0507563054561615
23500,0.04483089596033096
23750,0.05191041901707649
24000,0.05686168745160103
24250,0.053692229092121124
24500,0.05306900292634964
24750,0.0624389685690403
25000,0.06106528267264366
25250,0.07906696200370789
25500,0.10235939919948578
25750,0.1126532256603241
26000,0.11155545711517334
26250,0.10628290474414825
26500,0.09314671158790588
26750,0.08572324365377426
27000,0.10524643957614899
27250,0.09877538681030273
27500,0.10243193060159683
27750,0.08191273361444473
28000,0.05652856454253197
28250,0.042248502373695374
28500,0.037759143859148026
28750,0.04575455188751221
29000,0.06048667058348656
29250,0.05538959801197052
29500,0.05581716448068619
29750,0.05610300973057747
30000,0.07475840300321579
30250,0.06822269409894943
30500,0.07219982892274857
30750,0.061438947916030884
31000,0.06855633854866028
31250,0.06849678605794907
31500,0.06816300004720688
31750,0.08293947577476501
32000,0.08536606281995773
32250,0.08025947213172913
32500,0.09638805687427521
32750,0.09271369129419327
33000,0.0942191556096077
33250,0.09602275490760803
33500,0.09130033850669861
33750,0.10689416527748108
34000,0.10765109956264496
34250,0.08988331258296967
34500,0.093270443379879
34750,0.09452817589044571
35000,0.09369010478258133
35250,0.10658857226371765
35500,0.1172790601849556
35750,0.11691229045391083
36000,0.1147848591208458
36250,0.13000041246414185
36500,0.13479776680469513
36750,0.14471131563186646
37000,0.1749502569437027
37250,0.1767384558916092
37500,0.19015298783779144
37750,0.20143480598926544
38000,0.1931779980659485
38250,0.17633219063282013
38500,0.16121366620063782
38750,0.14414238929748535
39000,0.15338106453418732
39250,0.1401069462299347
39500,0.14416252076625824
39750,0.13417409360408783
40000,0.13195589184761047
40250,0.1510426253080368
40500,0.1424618363380432
40750,0.15010444819927216
41000,0.14534026384353638
41250,0.13046260178089142
41500,0.12920530140399933
41750,0.13252435624599457
42000,0.13472703099250793
42250,0.1382540762424469
42500,0.16545765101909637
42750,0.15424451231956482
43000,0.15301382541656494
43250,0.16212023794651031
43500,0.17174993455410004
43750,0.16966593265533447
44000,0.16400718688964844
44250,0.16807647049427032
44500,0.18396958708763123
44750,0.19490796327590942
45000,0.22679519653320312
45250,0.20652170479297638
45500,0.19856171309947968
45750,0.20693689584732056
46000,0.20845258235931396
46250,0.20829541981220245
46500,0.2102772742509842
46750,0.21078237891197205
47000,0.20045121014118195
47250,0.20217078924179077
47500,0.2335490733385086
47750,0.2152961641550064
48000,0.2304353266954422
48250,0.24019154906272888
48500,0.250575453042984
48750,0.2418830394744873
49000,0.24320688843727112
49250,0.24540641903877258
49500,0.250811368227005
49750,0.256105899810791
50000,0.2565804719924927
50250,0.24554528295993805
50500,0.24358563125133514
50750,0.20983628928661346
51000,0.22842811048030853
51250,0.22078199684619904
51500,0.2203793227672577
51750,0.21010324358940125
52000,0.22583383321762085
52250,0.21630176901817322
52500,0.22878824174404144
52750,0.22337014973163605
53000,0.2274264693260193
53250,0.21735888719558716
53500,0.2076493352651596
53750,0.21789513528347015
54000,0.22178125381469727
54250,0.21657632291316986
54500,0.22197860479354858
54750,0.2169818878173828
55000,0.2325325310230255
55250,0.22417765855789185
55500,0.22654622793197632
55750,0.2178351730108261
56000,0.18748435378074646
56250,0.1898958683013916
56500,0.18719834089279175
56750,0.2103615701198578
57000,0.18898063898086548
57250,0.1891540139913559
57500,0.19461354613304138
57750,0.19556641578674316
58000,0.19802770018577576
58250,0.19622103869915009
58500,0.1861264407634735
58750,0.1779222935438156
59000,0.19971542060375214
59250,0.20224852859973907
59500,0.21052202582359314
59750,0.2143513411283493
60000,0.20256732404232025
60250,0.20725427567958832
60500,0.1888871043920517
60750,0.2007567286491394
61000,0.21223534643650055
61250,0.1918644905090332
61500,0.1853119134902954
61750,0.1815626621246338
62000,0.1712644398212433
62250,0.19514693319797516
62500,0.17222809791564941
62750,0.17400674521923065
63000,0.20584525167942047
63250,0.165806382894516
63500,0.1880512535572052
63750,0.21744631230831146
64000,0.18392877280712128
64250,0.20678378641605377
64500,0.1802908182144165
64750,0.18708236515522003
65000,0.17176613211631775
65250,0.19001361727714539
65500,0.16812022030353546
65750,0.16852456331253052
66000,0.15710420906543732
66250,0.18755213916301727
66500,0.15308819711208344
66750,0.1564943641424179
67000,0.15638801455497742
67250,0.16138719022274017
67500,0.15825068950653076
67750,0.1692401021718979
68000,0.1626710593700409
68250,0.15786980092525482
68500,0.1625649631023407
68750,0.14821231365203857
69000,0.16272075474262238
69250,0.14343446493148804
69500,0.1377803087234497
69750,0.15018844604492188
70000,0.15439172089099884
70250,0.1749427169561386
70500,0.1531161665916443
70750,0.15287064015865326
71000,0.15276366472244263
71250,0.15778487920761108
71500,0.15713489055633545
71750,0.17097055912017822
72000,0.15165464580059052
72250,0.13046209514141083
72500,0.14322486519813538
72750,0.13177776336669922
73000,0.12671157717704773
73250,0.1277264803647995
73500,0.14369408786296844
73750,0.13624568283557892
74000,0.14081509411334991
74250,0.14613045752048492
74500,0.1440686285495758
74750,0.12331327050924301
75000,0.14022110402584076
75250,0.14895814657211304
75500,0.15346193313598633
75750,0.16169385612010956
76000,0.14820680022239685
76250,0.15416359901428223
76500,0.12834365665912628
76750,0.16401509940624237
77000,0.1487685590982437
77250,0.14581647515296936
77500,0.1324683129787445
77750,0.15086378157138824
78000,0.1469121128320694
78250,0.16939298808574677
78500,0.13817265629768372
78750,0.15259838104248047
79000,0.13791094720363617
79250,0.1446256786584854
79500,0.1514417827129364
79750,0.13330310583114624
80000,0.15123257040977478
80250,0.14937768876552582
80500,0.1525914967060089
80750,0.14566199481487274
81000,0.13370247185230255
81250,0.13835929334163666
81500,0.1600964218378067
81750,0.14480005204677582
82000,0.13708704710006714
82250,0.1441977173089981
82500,0.14006966352462769
82750,0.1260426789522171
83000,0.12178147584199905
83250,0.14439934492111206
83500,0.12458370625972748
83750,0.12458337098360062
84000,0.12124555557966232
84250,0.13151998817920685
84500,0.1168583333492279
84750,0.11195935308933258
85000,0.13357612490653992
85250,0.12999121844768524
85500,0.14824947714805603
85750,0.13760650157928467
86000,0.12939901649951935
86250,0.1167963296175003
86500,0.11484949290752411
86750,0.11570499837398529
87000,0.1194821372628212
87250,0.11924146115779877
87500,0.12257895618677139
87750,0.11063501983880997
88000,0.1125057190656662
88250,0.11186504364013672
88500,0.10910103470087051
88750,0.11670384556055069
89000,0.12713290750980377
89250,0.09101777523756027
89500,0.0972074419260025
89750,0.08742708712816238
90000,0.10356517136096954
90250,0.10118618607521057
90500,0.11631298810243607
90750,0.11860934644937515
91000,0.09375891834497452
91250,0.10672853887081146
91500,0.10179833322763443
91750,0.09442131221294403
92000,0.09986281394958496
92250,0.09093058854341507
92500,0.09297303855419159
92750,0.09174181520938873
93000,0.10360492020845413
93250,0.08815033733844757
93500,0.09205617010593414
93750,0.08445318043231964
94000,0.10321154445409775
94250,0.09659179300069809
94500,0.10097347944974899
94750,0.11482004821300507
95000,0.0860174372792244
95250,0.10281004756689072
95500,0.09750502556562424
95750,0.09921159595251083
96000,0.07646485418081284
96250,0.092068612575531
96500,0.0916810855269432
96750,0.09803158789873123
97000,0.09753894805908203
97250,0.0974588692188263
97500,0.09058205038309097
97750,0.08231305330991745
98000,0.10442350804805756
98250,0.0981265977025032
98500,0.1234825998544693
98750,0.08297847956418991
99000,0.10726245492696762
99250,0.101280577480793
99500,0.07992598414421082
99750,0.08058372139930725
100000,0.0969579666852951
100250,0.08884783089160919
100500,0.09392412006855011
100750,0.09636115282773972
101000,0.0858544111251831
101250,0.1112583801150322
101500,0.0964018777012825
101750,0.08834126591682434
102000,0.1055101677775383
102250,0.09103873372077942
102500,0.07732301205396652
102750,0.09775149822235107
103000,0.08353587985038757
103250,0.11638115346431732
103500,0.09283582121133804
103750,0.08493753522634506
104000,0.1037188246846199
104250,0.10592078417539597
104500,0.10439930856227875
104750,0.10327699035406113
105000,0.08887167274951935
105250,0.08150587975978851
105500,0.09984004497528076
105750,0.08860555291175842
106000,0.091194286942482
106250,0.09586335718631744
106500,0.10813553631305695
106750,0.10637833923101425
107000,0.09784069657325745
107250,0.0995444506406784
107500,0.10438384115695953
107750,0.09600712358951569
108000,0.11948809772729874
108250,0.094320148229599
108500,0.10460299253463745
108750,0.10698797553777695
109000,0.12036805599927902
109250,0.09873539209365845
109500,0.1091979369521141
109750,0.11554106324911118
110000,0.11060359328985214
110250,0.11730354279279709
110500,0.11158107966184616
110750,0.10996253788471222
111000,0.09121374785900116
111250,0.11660649627447128
111500,0.1162305623292923
111750,0.10483219474554062
112000,0.12444060295820236
112250,0.11127195507287979
112500,0.10843552649021149
112750,0.12879066169261932
113000,0.12593214213848114
113250,0.1328790932893753
113500,0.11553509533405304
113750,0.11610134690999985
114000,0.11288788169622421
114250,0.10997383296489716
114500,0.12738792598247528
114750,0.11255022883415222
115000,0.1121920570731163
115250,0.1175685003399849
115500,0.13637208938598633
115750,0.14439530670642853
116000,0.12540727853775024
116250,0.13471364974975586
116500,0.1276540607213974
116750,0.1375977098941803
117000,0.15251454710960388
117250,0.1405518501996994
117500,0.14159955084323883
117750,0.14919638633728027
118000,0.14903764426708221
118250,0.14276669919490814
118500,0.13968439400196075
118750,0.1346781998872757
119000,0.14786721765995026
119250,0.14968208968639374
119500,0.1536165475845337
119750,0.14071378111839294
120000,0.16083793342113495
120250,0.1502760648727417
120500,0.15298165380954742
120750,0.16084520518779755
121000,0.1722545325756073
121250,0.133953258395195
121500,0.15541104972362518
121750,0.15033197402954102
122000,0.13822539150714874
122250,0.1377812772989273
122500,0.14949630200862885
122750,0.14246688783168793
123000,0.1652752310037613
123250,0.1710972934961319
123500,0.13972903788089752
123750,0.15776263177394867
124000,0.16684609651565552
124250,0.16168703138828278
124500,0.16606348752975464
124750,0.15342630445957184
125000,0.1622365117073059
125250,0.17660872638225555
125500,0.16373932361602783
125750,0.16058491170406342
126000,0.17446430027484894
126250,0.16667285561561584
126500,0.16427293419837952
126750,0.15813744068145752
127000,0.17582161724567413
127250,0.18369074165821075
127500,0.17243072390556335
127750,0.18937401473522186
128000,0.1850372701883316
128250,0.18500252068042755
128500,0.19874818623065948
128750,0.18292918801307678
129000,0.20633165538311005
129250,0.1798129379749298
129500,0.1802550107240677
129750,0.18555615842342377
130000,0.16124370694160461
130250,0.17489135265350342
130500,0.1866743564605713
130750,0.19240890443325043
131000,0.185979425907135
131250,0.19906164705753326
131500,0.19593004882335663
131750,0.179485484957695
132000,0.16356155276298523
132250,0.17019715905189514
132500,0.15609607100486755
132750,0.15819284319877625
133000,0.17058603465557098
133250,0.1653314083814621
133500,0.15689045190811157
133750,0.1850997358560562
134000,0.19994565844535828
134250,0.15933986008167267
134500,0.15490278601646423
134750,0.1512279212474823
135000,0.1796625256538391
135250,0.17211343348026276
135500,0.1644819676876068
135750,0.17587092518806458
136000,0.18501858413219452
136250,0.1725458949804306
136500,0.18265476822853088
136750,0.16503067314624786
137000,0.17608636617660522
137250,0.17913605272769928
137500,0.1493624448776245
137750,0.1620568484067917
138000,0.1719215214252472
138250,0.17159588634967804
138500,0.13972805440425873
138750,0.15760670602321625
139000,0.18054988980293274
139250,0.1539209634065628
139500,0.1636684387922287
139750,0.1485663801431656
140000,0.14086835086345673
140250,0.15052491426467896
140500,0.15278667211532593
140750,0.1570195108652115
141000,0.16450174152851105
141250,0.16079466044902802
141500,0.15104541182518005
141750,0.14038702845573425
142000,0.16032418608665466
142250,0.15419459342956543
142500,0.14538811147212982
142750,0.14656874537467957
143000,0.13780814409255981
143250,0.1253225952386856
143500,0.1558665633201599
143750,0.14311489462852478
144000,0.1303170770406723
144250,0.15802903473377228
144500,0.1457158625125885
144750,0.14765316247940063
145000,0.13135367631912231
145250,0.13938423991203308
145500,0.1331406682729721
145750,0.12391334027051926
146000,0.13984479010105133
146250,0.13002482056617737
146500,0.11982961744070053
146750,0.1314993053674698
147000,0.13588868081569672
147250,0.13965564966201782
147500,0.134396031498909
147750,0.12520179152488708
148000,0.1380683183670044
148250,0.12451514601707458
148500,0.13887161016464233
148750,0.127691850066185
149000,0.12962935864925385
149250,0.11511705070734024
149500,0.1293310821056366
149750,0.14512579143047333
150000,0.12081587314605713
150250,0.11700276285409927
150500,0.12495908886194229
150750,0.11666696518659592
151000,0.1348962038755417
151250,0.13077883422374725
151500,0.11694629490375519
151750,0.11273503303527832
152000,0.09948834031820297
152250,0.11632636934518814
152500,0.1213977262377739
152750,0.12005345523357391
153000,0.11124537140130997
153250,0.12461674958467484
153500,0.11332160979509354
153750,0.12186377495527267
154000,0.10336769372224808
154250,0.08587132394313812
154500,0.11148475855588913
154750,0.09573879837989807
155000,0.09643678367137909
155250,0.09055928885936737
155500,0.10682549327611923
155750,0.1016598716378212
156000,0.09420399367809296
156250,0.09349007904529572
156500,0.08569146692752838
156750,0.09081631898880005
157000,0.08042497932910919
157250,0.09645987302064896
157500,0.0797862634062767
157750,0.09157241135835648
158000,0.0806984007358551
158250,0.07809796929359436
158500,0.07537709921598434
158750,0.07548703253269196
159000,0.07044330984354019
159250,0.069429911673069
159500,0.06293615698814392
159750,0.05964275822043419
160000,0.06358233839273453
160250,0.05795102193951607
