method,trial,seed,stage,bank_idx,yaw,mirror,idx_top,idx_move,rest_x_top,rest_y_top,rest_x_move,rest_y_move,rest_dist,target_ratio,meas_ratio,cov_plane,cov_yaw_mean,cov_yaw_max,extent_u,extent_v,drape_below_top,settle_steps,stretch_steps,p95_speed,x_sign,attached_ok,valid
h6_shake,24,66,1,297,0.0915795,1,7839,2722,0.152011,-0.0446606,-0.16805,0.0332022,0.329432,1.05,1.11887,0.537212,0.445873,0.539919,0.490171,0.575167,0.533999,144,143,0.0827665,-1,1,1
h6_shake,25,66,1,284,4.3112,0,5764,2436,0.011549,-0.274838,-0.175804,0.0342016,0.361731,1.05,1.04113,0.776725,0.594723,0.776725,0.567998,0.732658,0.702449,144,143,0.078739,-1,1,1
h6_shake,26,66,1,269,3.57968,0,4914,10776,-0.0765781,0.0697432,0.244665,0.0273542,0.324247,1.05,1.07832,0.560217,0.427492,0.560217,0.529177,0.556939,0.516488,144,143,0.0816349,-1,1,1
h6_shake,27,66,1,344,4.5891,1,4127,10937,-0.144959,-0.175274,0.289413,0.0442238,0.486779,1.05,1.03452,0.607578,0.489626,0.608931,0.655386,0.533523,0.497227,144,143,0.0789616,-1,1,1
h6_shake,28,66,1,170,6.08582,1,8849,648,0.165081,0.132037,-0.223001,-0.34295,0.613382,1.05,1.03968,0.7023,0.518381,0.7023,0.780366,0.574975,0.537965,144,143,0.0878559,-1,1,1
h6_shake,29,66,1,23,0.040113,1,4516,11020,-0.112155,-0.182159,0.303167,0.053381,0.477611,1.05,1.15628,0.545332,0.443618,0.558863,0.63352,0.539605,0.504628,144,143,0.0763584,1,1,1
h6_shake,30,66,1,30,5.22726,0,1138,10223,-0.202681,0.210212,0.220878,-0.349751,0.702112,1.05,1.06194,0.711773,0.510713,0.711773,0.862198,0.553816,0.503282,144,143,0.0830402,1,1,1
h6_shake,31,66,1,345,4.16168,0,9708,758,0.178258,0.200409,-0.218358,-0.342792,0.672656,1.05,1.05925,0.695535,0.532364,0.695535,0.794892,0.560874,0.523632,144,143,0.0834984,1,1,1
h6_shake,32,66,1,221,4.62202,1,3538,10724,-0.155168,0.0462008,0.248198,0.0192919,0.40534,1.05,1.04377,0.698241,0.531687,0.698241,0.548975,0.594757,0.554149,144,143,0.0878462,1,1,1
h6_shake,33,66,1,120,0.24335,1,6292,2321,0.0665922,0.00704098,-0.174475,0.028266,0.242007,1.05,1.17158,0.479026,0.388814,0.479026,0.439544,0.532446,0.494495,144,143,0.0886883,-1,1,1
h6_shake,34,66,1,45,0.282087,0,10394,648,0.231911,0.166964,-0.223001,-0.34295,0.683346,1.05,1.09793,0.698241,0.516915,0.698241,0.822,0.57268,0.5334,144,143,0.0852212,1,1,1
h6_shake,35,66,1,121,3.5995,1,7976,315,0.149269,0.0425892,-0.219047,0.00932121,0.369815,1.05,1.00099,0.61705,0.498985,0.634641,0.515211,0.600477,0.559207,144,143,0.084993,-1,1,1
h6_shake,36,66,1,272,4.4064,1,7898,2321,0.148026,0.0538063,-0.174475,0.028266,0.323745,1.05,0.91109,0.552097,0.457037,0.55751,0.5105,0.621771,0.58,144,143,0.0833785,1,1,1
h6_shake,37,66,1,181,1.82981,0,5016,11020,-0.0784712,-0.343555,0.303167,0.053381,0.550726,1.05,1.04761,0.726658,0.571267,0.740189,0.690653,0.710863,0.681862,144,143,0.074433,-1,1,1
h6_shake,38,66,1,330,3.78657,1,9588,701,0.22489,-0.00418568,-0.205425,0.0161638,0.430848,1.05,1.11831,0.730717,0.571267,0.730717,0.579577,0.626362,0.584538,144,143,0.0818418,1,1,1
h6_shake,39,66,1,16,4.29491,0,6891,2436,0.1194,-0.246768,-0.175804,0.0342016,0.407743,1.05,1.09257,0.615697,0.489964,0.615697,0.566395,0.60281,0.566345,144,143,0.0785959,-1,1,1
