method,trial,seed,stage,bank_idx,yaw,mirror,idx_top,idx_move,rest_x_top,rest_y_top,rest_x_move,rest_y_move,rest_dist,target_ratio,meas_ratio,cov_plane,cov_yaw_mean,cov_yaw_max,extent_u,extent_v,drape_below_top,settle_steps,stretch_steps,p95_speed,x_sign,attached_ok,valid
h1,70,11,1,347,3.07269,0,505,10101,-0.225183,0.105872,0.264098,0.0141907,0.498222,0.95,0.869042,0.773585,0.579515,0.774933,0.581328,0.636465,0.596577,158,143,0.0891844,-1,1,1
h1,71,11,1,193,0.972358,1,8574,648,0.167773,0.196839,-0.221706,-0.344286,0.666717,0.95,0.935759,0.672507,0.49854,0.672507,0.772798,0.568118,0.532737,158,143,0.0779875,1,1,1
h1,72,11,1,290,6.13692,0,4930,11020,-0.0844193,-0.345805,0.303435,0.0569115,0.559117,0.95,0.92033,0.733154,0.564241,0.733154,0.66433,0.719485,0.689412,158,143,0.0744825,-1,1,1
h1,73,11,1,238,1.87485,0,10380,72,0.193705,0.11157,-0.234023,-0.00157356,0.442457,0.95,0.91192,0.760108,0.572215,0.760108,0.57163,0.627799,0.585171,158,143,0.0971969,-1,1,1
h1,74,11,1,47,3.85279,0,9313,72,0.189112,0.0958281,-0.234023,-0.00157356,0.434266,0.95,0.915491,0.746631,0.558288,0.746631,0.563662,0.616459,0.57378,158,143,0.0874278,-1,1,1
h1,75,11,1,194,4.66432,0,2925,10724,-0.13728,0.0360088,0.244729,0.0212641,0.38257,0.95,0.930676,0.630728,0.490678,0.630728,0.508893,0.592672,0.551681,158,143,0.0917503,1,1,1
h1,76,11,1,223,0.159282,0,3557,10671,-0.137408,0.0735884,0.249099,0.0191889,0.391393,0.95,0.886357,0.607817,0.488432,0.607817,0.480957,0.603937,0.563682,158,143,0.0846433,-1,1,1
h1,77,11,1,321,1.38777,0,202,9877,-0.2394,0.0955,0.21294,-0.349648,0.634705,0.95,0.983822,0.692722,0.527067,0.692722,0.725291,0.630042,0.591212,158,143,0.0804517,1,1,1
h1,78,11,1,137,1.78519,1,3987,10302,-0.135451,0.139373,0.222526,-0.349716,0.606235,0.95,0.906865,0.640162,0.512803,0.640162,0.688501,0.580042,0.543874,158,143,0.088162,1,1,1
h1,79,11,1,186,5.07804,1,2504,10937,-0.17173,-0.155041,0.28989,0.0477304,0.504206,0.95,0.94595,0.633423,0.495058,0.644205,0.668758,0.537535,0.500203,158,143,0.0759952,1,1,1
h1,80,11,1,107,3.81859,0,5514,11020,-0.0188704,-0.351838,0.303435,0.0569115,0.520536,0.95,0.998091,0.780324,0.595463,0.780324,0.603306,0.77178,0.743319,158,143,0.0780879,-1,1,1
h1,81,11,1,141,0.465864,0,5312,11039,-0.0403414,-0.108826,0.307089,0.0602894,0.386524,0.95,0.912798,0.516173,0.448001,0.516173,0.574082,0.550772,0.517513,158,143,0.0791575,-1,1,1
h1,82,11,1,257,5.94832,1,5403,10223,-0.0286245,0.154693,0.221531,-0.349481,0.562829,0.95,0.987171,0.719677,0.524933,0.719677,0.663978,0.472886,0.41878,158,143,0.0825658,1,1,1
h1,83,11,1,157,3.9257,1,3355,10724,-0.160901,0.0364265,0.244729,0.0212641,0.40657,0.95,0.915591,0.628032,0.486411,0.636119,0.541526,0.574024,0.532342,158,143,0.106327,-1,1,1
h1,84,11,1,290,0.244556,0,4930,11020,-0.0844193,-0.345805,0.303435,0.0569115,0.559117,0.95,0.903357,0.74124,0.565252,0.74124,0.662208,0.718529,0.6885,158,143,0.076379,-1,1,1
h1,85,11,1,32,4.64054,1,7744,2593,0.15091,-0.00881004,-0.172193,0.0298634,0.325486,0.95,1.09168,0.509434,0.437669,0.532345,0.461841,0.590743,0.54921,158,143,0.0848818,1,1,1
h1,86,11,1,248,6.25491,1,7771,72,0.147313,0.0951824,-0.234023,-0.00157356,0.393425,0.95,0.876304,0.673854,0.513702,0.673854,0.542356,0.606529,0.564404,158,143,0.0855934,1,1,1
h1,87,11,1,279,1.91297,0,3422,10907,-0.156045,-0.0216017,0.285689,0.0452337,0.446762,0.95,1.01341,0.661725,0.509546,0.663073,0.608235,0.580068,0.540688,158,143,0.10059,-1,1,1
h1,88,11,1,122,5.6612,1,4608,10724,-0.0995836,0.0376587,0.244729,0.0212641,0.344773,0.95,1.05735,0.59434,0.456536,0.59434,0.521968,0.567801,0.528631,158,143,0.0946764,1,1,1
h1,89,11,1,23,2.25883,1,4516,11020,-0.11296,-0.182758,0.303435,0.0569115,0.480552,0.95,1.01685,0.587601,0.460804,0.587601,0.633836,0.538728,0.50546,158,143,0.0743293,-1,1,1
h1,90,11,1,155,3.67719,1,64,10671,-0.241561,0.0430212,0.249099,0.0191889,0.49128,0.95,0.920953,0.743935,0.559973,0.745283,0.588573,0.642564,0.602475,158,143,0.0864302,1,1,1
h1,91,11,1,296,1.42168,0,4264,10776,-0.121408,0.0303135,0.248111,0.0293283,0.37105,0.95,0.884016,0.570081,0.474169,0.586253,0.464827,0.587141,0.546814,158,143,0.0890876,-1,1,1
h1,92,11,1,280,2.98656,0,3801,11020,-0.158261,-0.327012,0.303435,0.0569115,0.600491,0.95,0.945226,0.644205,0.544362,0.653639,0.656746,0.681562,0.649716,158,143,0.0738684,-1,1,1
h1,93,11,1,12,1.87028,0,5868,1819,0.0201874,-0.216135,-0.188297,0.0325251,0.324687,0.95,0.97391,0.657682,0.525607,0.65903,0.53425,0.678948,0.648316,158,143,0.0734607,1,1,1
h1,94,11,1,226,1.79863,0,8630,2722,0.172188,-0.0683498,-0.169892,0.0321741,0.356668,0.95,0.935231,0.591644,0.48102,0.615903,0.526337,0.586229,0.54714,158,143,0.0770535,1,1,1
h1,95,11,1,238,5.99851,0,10380,72,0.193705,0.11157,-0.234023,-0.00157356,0.442457,0.95,0.909531,0.719677,0.559748,0.729111,0.559334,0.622818,0.580187,158,143,0.0987077,1,1,1
h1,96,11,1,289,0.548789,0,10063,72,0.269787,0.0161343,-0.234023,-0.00157356,0.504129,0.95,1.00097,0.660377,0.559636,0.680593,0.575184,0.639053,0.595143,94,139,0.0769574,-1,1,1
h1,97,11,1,324,4.79262,0,4921,11039,-0.082263,-0.194336,0.307089,0.0602894,0.465242,0.95,0.997017,0.61186,0.48978,0.61186,0.603217,0.577458,0.544086,94,139,0.077171,-1,1,1
h1,98,11,1,211,4.05523,1,7339,9,0.136767,0.0611639,-0.253302,0.0242414,0.392005,0.95,0.932779,0.61186,0.488657,0.61186,0.478873,0.595695,0.551601,94,139,0.0795904,1,1,1
h1,99,11,1,16,2.60666,1,6891,2436,0.119626,-0.246846,-0.177717,0.0331116,0.408604,0.95,0.932102,0.580863,0.498428,0.610512,0.505714,0.604581,0.567974,94,139,0.077248,1,1,1
h1,100,11,1,134,1.23061,1,6418,2436,0.0830269,-0.349384,-0.177717,0.0331116,0.462964,0.95,0.906243,0.680593,0.542116,0.680593,0.582466,0.717164,0.684976,94,139,0.084547,-1,1,1
