method,trial,seed,stage,bank_idx,yaw,mirror,idx_top,idx_move,rest_x_top,rest_y_top,rest_x_move,rest_y_move,rest_dist,target_ratio,meas_ratio,cov_plane,cov_yaw_mean,cov_yaw_max,vis_frac,extent_u,extent_v,drape_below_top,settle_steps,stretch_steps,p95_speed,x_sign,attached_ok,valid,kp_a,kp_b
hk_pairs,83,45,1,268,5.50137,1,5413,9841,-0.0280609,-0.205898,0.197027,0.204229,0.467893,1.05,1.04812,0.504098,0.365779,0.504098,0.988052,0.643355,0.354705,0.289814,420,145,0.0851835,-1,1,1,8,2
hk_pairs,84,45,1,149,0.270056,0,2641,6053,-0.166611,0.194302,0.0478668,0.239101,0.219665,1.05,1.00214,0.670765,0.533015,0.678962,0.946506,0.355133,0.653766,0.58532,420,145,0.0805729,1,1,1,1,0
hk_pairs,85,45,1,115,4.54077,0,3069,10964,-0.143905,-0.0775318,0.284098,0.0404701,0.443971,1.05,1.11003,0.648907,0.501366,0.648907,0.966329,0.647605,0.542372,0.503775,420,145,0.0776612,-1,1,1,6,4
hk_pairs,86,45,1,215,5.49839,1,507,6053,-0.208078,0.0250587,0.0478668,0.239101,0.33378,1.05,1.00606,0.674863,0.511612,0.674863,0.921886,0.452394,0.537048,0.469336,420,145,0.118088,1,1,1,3,0
hk_pairs,87,45,1,186,3.23331,0,2504,9841,-0.170369,-0.154715,0.197027,0.204229,0.513661,1.05,1.08828,0.728142,0.542464,0.728142,0.980539,0.640576,0.50028,0.42581,420,145,0.081897,1,1,1,6,2
hk_pairs,88,45,1,202,2.75081,1,144,5930,-0.231685,0.0509739,0.0371904,-0.349297,0.482284,1.05,0.97977,0.454918,0.360542,0.45765,0.845945,0.642908,0.334888,0.250675,420,145,0.0921594,-1,1,1,3,10
hk_pairs,89,45,1,8,5.74478,1,9999,5930,0.200145,0.209965,0.0371904,-0.349297,0.582518,1.05,0.940438,0.372951,0.292577,0.372951,0.929308,0.758707,0.285028,0.214096,420,145,0.114572,1,1,1,2,10
hk_pairs,90,45,1,246,5.60291,0,3742,10195,-0.139513,-0.105675,0.216139,-0.341412,0.42679,1.05,1.01339,0.826503,0.591644,0.826503,0.988686,0.629725,0.655535,0.613986,420,145,0.0776522,1,1,1,6,9
hk_pairs,91,45,1,31,5.47715,0,6472,4229,0.0860271,-0.329134,-0.12455,0.197117,0.566975,1.05,1.06754,0.561475,0.407104,0.561475,0.982893,0.706013,0.361135,0.274966,420,145,0.0792869,1,1,1,11,1
hk_pairs,92,45,1,233,5.71357,0,5612,10195,-0.00146675,0.233496,0.216139,-0.341412,0.614785,1.05,1.04694,0.825137,0.580032,0.825137,0.999457,0.77528,0.45593,0.405782,420,145,0.0790097,1,1,1,0,9
hk_pairs,93,45,1,231,5.19786,1,6617,4108,0.0955315,-0.347029,-0.147857,-0.339954,0.244317,1.05,1.06983,0.714481,0.554531,0.714481,0.978458,0.370328,0.754049,0.680898,420,145,0.0826747,-1,1,1,11,9
hk_pairs,94,45,1,120,6.08506,1,6292,3892,0.0676842,0.00810242,-0.136424,-0.123369,0.242808,1.05,0.998686,0.509563,0.39663,0.525956,0.980268,0.431477,0.475587,0.403966,420,145,0.0882445,1,1,1,5,7
hk_pairs,95,45,1,298,0.820451,1,5919,9955,0.0272675,-0.319218,0.202683,-0.118843,0.266314,1.05,1.1115,0.751366,0.588115,0.751366,0.964518,0.481181,0.726789,0.663184,420,145,0.0771168,-1,1,1,10,7
hk_pairs,96,45,1,69,2.80374,0,6992,4116,0.133078,-0.357527,-0.129105,0.207911,0.623265,1.05,1.10572,0.622951,0.4375,0.622951,0.980721,0.775116,0.360898,0.289342,420,145,0.084273,1,1,1,11,2
hk_pairs,97,45,1,71,1.60616,1,5804,9955,0.0184364,-0.361752,0.202683,-0.118843,0.304911,1.05,1.06083,0.67623,0.517532,0.67623,0.973117,0.475793,0.670465,0.60146,420,145,0.0838198,-1,1,1,10,7
hk_pairs,98,45,1,69,3.95462,1,6992,224,0.133078,-0.357527,-0.221721,0.0423927,0.534619,1.05,1.09982,0.754098,0.564208,0.769126,0.986242,0.671441,0.713001,0.649178,420,145,0.0809874,-1,1,1,11,3
hk_pairs,99,45,1,66,0.871584,0,10754,310,0.231322,0.19311,-0.219474,0.0443707,0.474724,1.05,1.02959,0.521858,0.396289,0.521858,0.932476,0.647463,0.413322,0.34965,420,145,0.0902769,1,1,1,2,4
hk_pairs,100,45,1,268,3.01561,1,5413,5930,-0.0280609,-0.205898,0.0371904,-0.349297,0.15772,1.05,0.964006,0.546448,0.496812,0.546448,0.931571,0.33568,0.748236,0.686908,420,145,0.0721777,1,1,1,8,10
hk_pairs,101,45,1,229,1.00249,1,6569,224,0.0888796,0.0682087,-0.221721,0.0423927,0.311671,1.05,0.90888,0.551913,0.441371,0.551913,0.937455,0.410268,0.563646,0.500246,420,145,0.087689,1,1,1,5,3
hk_pairs,102,45,1,24,3.36793,1,2921,9955,-0.174654,-0.295691,0.202683,-0.118843,0.416746,1.05,1.14259,0.916667,0.656762,0.916667,0.991039,0.550108,0.686165,0.632666,420,145,0.0754336,1,1,1,9,7
hk_pairs,103,45,1,72,5.04192,0,504,10195,-0.210823,0.0496616,0.216139,-0.341412,0.578995,1.05,1.02538,0.790984,0.564777,0.790984,0.979091,0.703196,0.619944,0.575597,420,145,0.0909971,-1,1,1,3,9
hk_pairs,104,45,1,289,2.59348,0,10063,5939,0.254643,0.00918388,0.0334406,0.0661564,0.228443,1.05,1.20846,0.423497,0.448771,0.479508,0.897176,0.409148,0.6448,0.56786,420,145,0.0831721,1,1,1,4,5
hk_pairs,105,45,1,233,3.40781,1,5612,9841,-0.00146675,0.233496,0.197027,0.204229,0.20064,1.05,0.990153,0.576503,0.476776,0.579235,0.939084,0.350087,0.62285,0.541656,420,145,0.0787953,1,1,1,0,2
hk_pairs,106,45,1,282,2.1943,0,5785,5978,0.0100203,-0.333939,0.036871,0.0694427,0.404296,1.05,0.988011,0.536885,0.416325,0.54235,0.97185,0.558691,0.498062,0.42907,420,145,0.0909695,-1,1,1,10,5
hk_pairs,107,45,1,241,3.20397,1,3662,9841,-0.153935,-0.152021,0.197027,0.204229,0.500089,1.05,1.08624,0.739071,0.526867,0.739071,0.986785,0.668351,0.50687,0.430854,420,145,0.08203,1,1,1,6,2
